,DIS,processed_text,bert_sentiment
2023-03-01 14:29:19,"Jay Park Has Something To Say About Love, His Talk Show And More Vision",jay park something say love talk show vision,Positive
2023-03-01 15:04:45,Why Is Grogu Back With The Mandalorian? You Missed Something Very Stupid,grogu back mandalorian missed something stupid,Negative
2023-03-01 16:00:00,Three Steps To Building A Magnetic Online Brand Amid Economic Uncertainty,three steps building magnetic online brand amid economic uncertainty,Positive
2023-03-01 16:00:32,Actor Kevin Dias Talks ‘Emily In Paris’ Season 4 On Netflix And Balancing His Growing Career With Fatherhood,actor kevin dias talks emily paris season netflix balancing growing career fatherhood,Positive
2023-03-01 17:10:58,The Show Must Go On: Planning For Succession,show must go planning succession,Positive
2023-03-01 17:14:00,Big Investor Still Has a Beef With Wendy’s,big investor still beef wendys,Positive
2023-03-01 17:33:44,Lions Gate To Spin-Off Its Studio Business In September 2023,lions gate spinoff studio business september,Negative
2023-03-01 18:05:08,How two intertwined companies dominate the paper market,two intertwined companies dominate paper market,Positive
2023-03-01 18:17:54,What You Need To Know To Land A Job In 2023,need know land job,Positive
2023-03-01 19:38:30,Apple TV+ Is Looking Into Streaming More Live Sports,apple tv looking streaming live sports,Positive
2023-03-01 21:07:00,The 4 Best Media Streaming Devices for Your TV - Buy Side from WSJ,best media streaming devices tv buy side wsj,Positive
2023-03-01 21:08:31,8 Lessons For George Harrison’s 80th Birthday,lessons george harrisons th birthday,Positive
2023-03-01 22:06:36,"‘The Mandalorian’ Season 3, Episode 1 Recap And Review: ‘The Apostate’ Sets The Stage For What’s To Come",mandalorian season episode recap review apostate sets stage whats come,Positive
2023-03-02 04:33:00,Florida Republican pens legislation apparently aimed at canceling the party affiliation of every Democratic voter in the state,florida republican pens legislation apparently aimed canceling party affiliation every democratic voter state,Negative
2023-03-02 04:53:00,Disney’s Response to Florida’s New Law is a Masterclass in How to Handle a Crisis,disneys response floridas new law masterclass handle crisis,Positive
2023-03-02 05:28:29,A downtrodden Bolsonaro ponders his next moves from Florida,downtrodden bolsonaro ponders next moves florida,Negative
2023-03-02 08:35:00,S.Africa's MultiChoice and Comcast to create Africa-wide streaming service,safrica multichoice comcast create africawide streaming service,Positive
2023-03-02 08:56:50,S.Africa's MultiChoice and Comcast to create Africa-wide streaming service,safrica multichoice comcast create africawide streaming service,Positive
2023-03-02 12:00:04,Gen X Female Executives Are Leaving Their Jobs in Droves,gen female executives leaving jobs droves,Negative
2023-03-02 15:34:43,Switching From ‘Andor’ Back To ‘The Mandalorian’ Feels Very Strange,switching andor back mandalorian feels strange,Negative
2023-03-02 16:00:00,"Sentry Announces Enhancements to Performance, Driving Faster Time to Resolution while Increasing Affordability",sentry announces enhancements performance driving faster time resolution increasing affordability,Positive
2023-03-02 17:24:29,"AT&T SportsNet, Another Regional Sports Network, Could Be Declaring Bankruptcy This Month",att sportsnet another regional sports network could declaring bankruptcy month,Negative
2023-03-02 18:00:00,"Bobbie, the Mom-Founded and Led Organic Infant Formula Company, Named to Fast Company’s Annual List of the World’s Most Innovative Companies 2023",bobbie momfounded led organic infant formula company named fast companys annual list worlds innovative companies,Positive
2023-03-02 18:14:41,HBO’s ‘Succession’ releases the official trailer for its final season,hbos succession releases official trailer final season,Positive
2023-03-02 19:00:00,Rentyl Resorts Announces $25 Million Capital Raise,rentyl resorts announces million capital raise,Positive
2023-03-02 19:01:00,Gamefam Named to Fast Company’s Annual List of the World’s Most Innovative Companies for 2023,gamefam named fast companys annual list worlds innovative companies,Positive
2023-03-02 19:34:00,"USAA Tells Staff, Your Remote Job Is No Longer Remote",usaa tells staff remote job longer remote,Negative
2023-03-02 20:04:34,ESPN wants to be the hub of all live sports streaming — even if it helps its competition,espn wants hub live sports streaming even helps competition,Positive
2023-03-02 21:18:57,‘The Mandalorian’ Feels Like The Diet Coke Of ‘Star Wars’,mandalorian feels like diet coke star wars,Positive
2023-03-03 00:19:14,"‘Everything Everywhere’ Auction Raises More Than $500,000 for Charities",everything everywhere auction raises charities,Positive
2023-03-03 08:49:30,"Japan Airlines Returns to Nikkei 225, Tokyo Disney Parent Added",japan airlines returns nikkei tokyo disney parent added,Negative
2023-03-03 15:00:00,Netflix’s New Chris Rock Special Revives an Old Idea: Live TV,netflixs new chris rock special revives old idea live tv,Positive
2023-03-03 16:58:36,Digital locker app Movies Anywhere sunsets ‘Screen Pass’ and ‘Watch Together’ features,digital locker app movies anywhere sunsets screen pass watch together features,Positive
2023-03-03 17:53:20,Inside the metaverse hype train at MWC 2023,inside metaverse hype train mwc,Negative
2023-03-03 21:30:00,Jonathan Majors Is Enjoying His Villain Era,jonathan majors enjoying villain era,Positive
2023-03-03 22:45:11,DeSantis’ Disney District Board Appointee Has A History Of Homophobic Comments,desantis disney district board appointee history homophobic comments,Negative
2023-03-03 23:32:30,Walgreens will not distribute abortion pill in 20 states,walgreens distribute abortion pill states,Negative
2023-03-04 00:10:26,Disneyland removes controversial ‘zip-a-dee-doo-dah’ lyric from its parade,disneyland removes controversial zipadeedoodah lyric parade,Negative
2023-03-04 20:11:32,"This Week in Apps: Jack Dorsey-backed Bluesky, social apps’ teen protections, Twitter clients get help",week apps jack dorseybacked bluesky social apps teen protections twitter clients get help,Positive
2023-03-04 23:00:00,Commentary: Have we become so tongue-tied we need an app to tell drivers to be quiet?,commentary become tonguetied need app tell drivers quiet,Negative
2023-03-05 17:00:18,A box office K.O.: ‘Creed III’ debuts to $58.7 million,box office ko creed iii debuts million,Positive
2023-03-05 17:55:33,Weekend Box Office: Michael B. Jordan’s ‘Creed III’ Soars Past Expectations—And Sets Franchise Record,weekend box office michael jordans creed iii soars past expectationsand sets franchise record,Positive
2023-03-05 23:55:00,Ron DeSantis attacks liberals in California speech as he mulls White House run,ron desantis attacks liberals california speech mulls white house run,Negative
2023-03-06 14:45:00,U.S. unemployment is falling even as the economy slows. What the heck is going on?,us unemployment falling even economy slows heck going,Negative
2023-03-06 16:29:24,"SiriusXM announces layoffs of 475 people, or 8% of its total workforce",siriusxm announces layoffs people total workforce,Negative
2023-03-06 16:34:00,No more wicked witches and scary grandmothers: NYC high school students get an education on ageism,wicked witches scary grandmothers nyc high school students get education ageism,Positive
2023-03-06 18:51:54,"DeSantis And Florida GOP Poised To Take Up Controversial Bills On Trans Rights, Education, Gun Ownership, And More As New Session Begins",desantis florida gop poised take controversial bills trans rights education gun ownership new session begins,Positive
2023-03-06 19:02:30,Best And Worst S&P Sectors Over The Last 12 Months,best worst sp sectors last months,Positive
2023-03-06 21:24:00,ALTR To Participate in Upcoming Gartner Data & Analytics Summit,altr participate upcoming gartner data analytics summit,Positive
2023-03-06 22:00:03,Hong Kong’s Shuttered Covid Quarantine Camps Could Be Used for Housing,hong kongs shuttered covid quarantine camps could used housing,Neutral
2023-03-06 22:55:59,The Music Of ‘Black Panther: Wakanda Forever’ Takes Center Stage In A New Disney+ Docuseries,music black panther wakanda forever takes center stage new disney docuseries,Positive
2023-03-07 05:12:32,Five films from the 1990s to share with your children,five films share children,Positive
2023-03-07 06:30:00,London startup that deploys AI to transform online content moderation snaps $8M funding — TFN,london startup deploys ai transform online content moderation snaps funding tfn,Positive
2023-03-07 10:49:00,"Global SVOD Market Report 2023: Netflix Will Remain the SVOD Revenue Winner, With $32 Billion Expected by 2028 - ResearchAndMarkets.com",global svod market report netflix remain svod revenue winner billion expected researchandmarketscom,Positive
2023-03-07 12:13:00,"Clix Unveils Hollywood’s Fab50 Women Streaming Stars Michelle Yeoh, Cate Blanchett, Angela Bassett Lead the 2023 List",clix unveils hollywoods fab women streaming stars michelle yeoh cate blanchett angela bassett lead list,Positive
2023-03-07 12:56:13,Best Stocks To Buy For 2023,best stocks buy,Positive
2023-03-07 15:23:14,"Believer, a new approach to gaming, raises $55M from Lightspeed, a16z and more",believer new approach gaming raises lightspeed az,Positive
2023-03-07 16:30:00,That Disney Trip Your Kids Missed School For Was Totally Educational,disney trip kids missed school totally educational,Positive
2023-03-07 17:17:51,Jason Sudeikis teases possible ‘Ted Lasso’ extended cinematic universe for Apple TV+,jason sudeikis teases possible ted lasso extended cinematic universe apple tv,Positive
2023-03-07 18:00:10,It’s Oscar Prediction Time: Will One Film Win Everything Everywhere All At Once?,oscar prediction time one film win everything everywhere,Positive
2023-03-07 19:34:29,Cable Network Valuations To Be Tested With Potential Sale Of BET,cable network valuations tested potential sale bet,Positive
2023-03-07 19:45:00,MetaGaia Metaverse Announces Launch Party Featuring World’s,metagaia metaverse announces launch party featuring worlds,Positive
2023-03-07 20:00:23,"Following complaints, corsets will no longer be required for 'Bridgerton'",following complaints corsets longer required bridgerton,Negative
2023-03-07 21:15:40,Walt Disney Imagineering snags Chief Creative Officer Bruce Vaughn back from Airbnb,walt disney imagineering snags chief creative officer bruce vaughn back airbnb,Negative
2023-03-07 22:26:07,Target’s ‘Commitment To Newness’ Has The Look And Feel Of Growth,targets commitment newness look feel growth,Positive
2023-03-07 22:38:42,Citadel’s Ken Griffin Would ‘Love’ to See Ron DeSantis Run for US President,citadels ken griffin would love see ron desantis run us president,Positive
2023-03-08 00:04:19,Elon Musk thinks he can fix Twitter’s advertising business after derailing it,elon musk thinks fix twitters advertising business derailing,Positive
2023-03-08 01:26:45,Oscars 2023: 16 bitesize facts - from Cate Blanchett to Michelle Yeoh,oscars bitesize facts cate blanchett michelle yeoh,Positive
2023-03-08 05:00:00,Samsung TV Sales & Deals List (March 2023) Rated by Deal Stripe,samsung tv sales deals list march rated deal stripe,Positive
2023-03-08 05:57:00,Favorite Disneyland Treat Coming to a Store Near You,favorite disneyland treat coming store near,Positive
2023-03-08 06:49:37,Soon not streaming on Disney+ Hotstar: HBO content,soon streaming disney hotstar hbo content,Negative
2023-03-08 08:30:00,Broadcast Equipment Market to Surpass US$ 8.1 Billion by,broadcast equipment market surpass us billion,Positive
2023-03-08 10:30:09,Boeing (BA) Is Said to Be Nearing 737 Max Deal With Japan Airlines,boeing ba said nearing max deal japan airlines,Neutral
2023-03-08 13:14:15,Jon Bernthal To Return As The Punisher In ‘Daredevil: Born Again’ On Disney+,jon bernthal return punisher daredevil born disney,Positive
2023-03-08 14:30:00,MyMD Joins LOT Network in Effort to Protect Company and Shareholders from Patent Trolls,mymd joins lot network effort protect company shareholders patent trolls,Positive
2023-03-08 14:58:55,Global Pitch Coach Beth Susanne will speak at this year’s EU-Startups Summit!,global pitch coach beth susanne speak years eustartups summit,Positive
2023-03-08 18:00:25,"Humane, a secretive AI startup founded by ex-Apple employees, raises another $100M",humane secretive ai startup founded exapple employees raises another,Negative
