,DIS
2023-03-27 18:05:01,"Disney layoffs will begin this week, CEO Bob Iger says in memo"
2023-03-27 18:09:00,"Walt Disney Co begins 7,000 layoffs"
2023-03-27 18:20:00,"Walt Disney Co begins 7,000 layoffs"
2023-03-27 18:20:51,"Walt Disney Co begins 7,000 layoffs"
2023-03-27 18:23:30,You can now bundle Frontier internet with YouTube TV on the same bill
2023-03-27 20:10:09,"The first round of Disney layoffs begins this week, CEO Bob Iger shares in memo"
2023-03-27 23:00:00,The Walt Disney Company to Webcast Its Annual Meeting of Shareholders
2023-03-28 00:44:27,"Everything To Know About Season 3 Of ‘The Kardashians,’ Including The Premiere Date"
2023-03-28 05:47:13,Disney cuts metaverse division as part of broader restructuring
2023-03-28 05:52:57,Disney Scraps Metaverse Division As Virtual Worlds Become Yesterday’s Tech Fad: Report
2023-03-28 10:13:00,Disney eliminates metaverse division in broader restructuring push
2023-03-28 13:19:00,"Walgreens, Lyft, Alibaba rise premarket; Meta Platforms, Virgin Orbit fall"
2023-03-28 15:16:07,Disney cuts metaverse division under Iger's restructuring
2023-03-28 19:00:00,How A Financial Planner Justified The $695 American Express Platinum Annual Fee
2023-03-28 20:09:03,Disneyland Paris Reports Record $2.6 Billion Revenue
2023-03-29 00:22:42,A Deeper Look At DeSantis’ Anti-ESG Legislation: What Is ESG?
2023-03-29 13:15:00,Here’s everything coming to Hulu in April 2023 — and what’s leaving
2023-03-29 13:30:00,Here’s everything new coming to Netflix in April 2023 — and what’s leaving
2023-03-29 13:45:00,Digital Ownership: What It Means For Businesses And Investors
2023-03-29 14:04:07,CJ ENM Series ‘Island’ And ‘Bargain’ Head To Cannes Series Festival
2023-03-29 14:19:00,Carl Icahn wants to bring back Illumina's ex-CEO -WSJ
2023-03-29 14:20:44,"The Happiest Place On Earth? Not For 7,000 Disney Employees As They Begin First Round Of Layoffs"
2023-03-29 16:26:10,How a Major Toy Company Kept 4chan Online
2023-03-29 18:02:00,Disney lays off Marvel Entertainment Chairman Ike Perlmutter
2023-03-29 18:05:58,"2023 Layoff Tracker: Warner Music Cuts 270 Jobs While Electric Car Company Lucid Slashes 1,300"
2023-03-29 19:11:13,Disney lays off Marvel Entertainment Chairman Ike Perlmutter
2023-03-29 19:13:48,Inside The Numbers That Show Formula 1’s Popularity And Financial Growth
2023-03-29 19:20:51,Olympique Lyonnais Out To Avenge Ghosts Of Stamford Bridge In Champions League
2023-03-29 19:28:23,Disney Axes Marvel Entertainment Head After Failed Takeover
2023-03-29 19:30:00,Disney Lays Off Marvel Entertainment Chairman Ike Perlmutter
2023-03-29 22:59:04,DeSantis’ board says Disney stripped them of power
2023-03-30 03:40:22,Disney sidesteps DeSantis board with royal clause
2023-03-30 03:42:00,Disney's Florida surprise: an end run around DeSantis
2023-03-30 08:00:00,Leah Williamson Guides Children To Find Power Within Them In New Book
2023-03-30 08:12:00,"Delta Air Lines Just Threw a Party In an Airport, and the Reason Why Is Brilliant"
2023-03-30 09:26:52,DeSantis Appointed Board Says Disney Pact Severely Curbs Its Authority
2023-03-30 13:45:00,"Head Writers From DreamWorks’ ‘Abominable And The Invisible City’ Talk Season Two, Chinese Mythology And Authenticity"
2023-03-30 15:05:00,Major Broadcasters Launch NextGen TV on Six Local Television Stations in the San Francisco Bay Area
2023-03-30 16:00:01,Want to watch MLB games? Making sense of the confusing TV and streaming landscape
2023-03-30 18:23:39,ABC News lays off several senior executives amid broader Disney cost-cutting in ‘shock’ to newsroom
2023-03-30 18:46:38,"Disney’s ‘Prom Pact’ Uses ‘80s Nostalgia To Tell A Fun, Quirky, Universal Story"
2023-03-30 19:26:42,Disney checkmates Ron DeSantis with a King Charles clause
2023-03-30 21:00:00,The 13 Best Movies on HBO Max Right Now
2023-03-30 22:35:18,ABC News lays off senior executives in Disney's cost-cutting drive
2023-03-31 02:19:35,"This Week In XR: Epic Expands Fortnite, Disney Axes Metaverse"
2023-03-31 04:14:00,Will Apple Acquire Disney? An Influential Analyst Thinks So.
2023-03-31 05:58:00,Netflix restructures film group as it scales back movie output - Bloomberg News
2023-03-31 05:58:58,Netflix restructures film group as it scales back movie output - Bloomberg News
2023-03-31 08:00:00,What happened to enterprise ambitions in the metaverse?
2023-03-31 08:38:40,Latin America OTT TV and Video Market Forecasts Report
2023-03-31 10:07:16,Ambani bats for cricket glory as Disney scales back in India
2023-03-31 12:24:00,2023 has been bad for the bears. Here are 5 reasons why it’s going to get even worse.
2023-03-31 15:00:00,Pura Collaborates With the Metropolitan Museum of Art on a New Collection of Fragrances
2023-03-31 17:06:52,"136,000 Laid Off In Major U.S. Job Cuts This Quarter—More Than Prior Two Quarters Combined"
2023-03-31 17:37:43,Why Launching Disneyland Paris May Be Disney's Best Ever Deal
2023-03-31 18:30:00,National Geographic Documentary Films Announces THE SPACE RACE From Academy Award®-Nominated Director Lisa Cortés and Award-winning Director Diego Hurtado de Mendoza
2023-03-31 19:49:16,"Kartika Rodriguez Shares Why Inclusion, Education And Technology Are Important At Disney Parks"
2023-04-01 00:13:55,"Epstein Lawsuit: Billionaires Sergey Brin, Thomas Pritzker And Mortimer Zuckerman Subpoenaed In JPMorgan Case"
2023-04-01 13:00:00,The Internet Is Ruined. The Metaverse Can Still Be Saved
2023-04-01 15:00:00,Security News This Week: ‘Vulkan’ Leak Offers a Peek at Russia’s Cyberwar Playbook
2023-04-01 17:31:51,HBO’s ‘The Last Of Us’ Season 2 Is Moving To A New Location
2023-04-01 22:00:00,PGIM Quant Says Big Opportunities Are Lurking in Microcap Space
2023-04-02 19:00:34,WWE WrestleMania 39 Sunday: Cody Rhodes Defeating Roman Reigns And 5 Smart Booking Decisions
2023-04-02 20:00:31,Cody Rhodes Or Roman Reigns? WWE Superstars Weigh In On WrestleMania 39 Main Event
2023-04-02 20:12:08,Disney Reveals $200 Million Spending On Ant-Man And The Wasp: Quantumania
2023-04-03 03:55:08,Metaverse could drive up profits — but most businesses may not be ready to invest yet
2023-04-03 05:04:19,"Hong Kong's Viu streaming app eyes Thai, Philippine rural users"
2023-04-03 06:00:00,Catch the Wave: SharkRace Upcoming IDO Is to Change the
2023-04-03 07:43:56,"First ‘Secret Invasion’ Trailer Shows Nick Fury, Emilia Clark At War"
2023-04-03 13:00:00,"Why the World Needs a Rampaging, Murderous Winnie the Pooh"
2023-04-03 13:17:40,"UFC, WWE combine to form $21.4B sports entertainment company"
2023-04-03 16:15:00,The Importance Of A Great Customer Experience For Pharmaceutical Companies
2023-04-03 18:49:00,News
2023-04-03 18:58:09,Disney CEO Bob Iger rips Ron DeSantis over 'anti-Florida' retaliation
2023-04-03 19:25:26,DeSantis Calls For Investigation Into Disney World Special District After It Outsmarted His Takeover
2023-04-03 19:56:00,"Disney shareholders back CEO Iger, chairman Parker and other board nominees"
2023-04-03 20:42:31,Bob Iger calls Florida actions against Disney World ‘anti-business’
2023-04-03 20:53:41,Disney-DeSantis war of words heats up at annual meeting
2023-04-03 21:38:18,Disney CEO Iger calls DeSantis retaliation 'anti-business'
2023-04-03 21:54:03,UFC merger beefs up WWE's leverage in media rights negotiations
2023-04-03 21:55:00,Disney CEO Bob Iger blasts DeSantis over ‘anti-Florida’ retaliation
2023-04-03 22:10:21,"Apple's Tim Cook, Disney's Bob Iger to discuss China with lawmakers"
2023-04-04 00:13:34,"2023 Layoff Tracker: Hyland Software Laying Off 1,000 Staff As McDonald’s Reportedly Cuts ‘Hundreds’"
2023-04-04 01:59:24,Disney CEO calls DeSantis 'anti-business' and 'anti-Florida'
2023-04-04 02:13:26,"Jeffrey Epstein Lawsuit: JPMorgan Executives ‘Joked’ About His ‘Interest In Young Girls,’ Filing Alleges"
2023-04-04 11:24:00,"JOLTS survey, rate hike pause, Trump arraignment - what's moving markets"
2023-04-04 13:49:00,"Virgin Orbit, AMC Entertainment and Ncino fall premarket; Etsy rises"
2023-04-04 15:24:18,"Harry Styles, Selena Gomez, Lizzo, ‘Ted Lasso,’ Gucci Among 2023 Webby Noms"
2023-04-04 19:14:03,Moana: Another Disney remake but is it too soon?
2023-04-04 21:58:00,Amazon And Apple Have Been Building A New Digital Duopoly
2023-04-04 22:06:35,‘Harry Potter’ Reboot Discourse Is About To Break The Internet
2023-04-05 00:08:55,How Disney and DeSantis started feuding
2023-04-05 01:03:24,STARL Announces the Launch of Its On and Off-Chain Gaming
2023-04-05 05:27:00,Despite Its Fight with Florida’s Governor Disney Is Making a $17 Billion Gift to the State. Why That’s A Stroke of Genius
2023-04-05 14:45:49,The Changes An HBO ‘Harry Potter’ Show May Make From The Books And Movies
2023-04-05 15:00:01,"More movies, more variety, more money: The box office is catching up to pre-Covid levels"
2023-04-05 15:20:38,Donald Glover Indicates The ‘Lando’ Disney Plus Series May Still Be Alive
2023-04-05 17:56:55,Tim Cook and Bob Iger to meet with House China committee members
2023-04-05 18:04:34,Video on Demand in Hospitality Global Market Report 2023
2023-04-05 21:09:00,"Ike Perlmutter: Disney Fired Me From Marvel, I Wasn’t Laid Off"
2023-04-05 21:35:00,Saudi’s Savvy Games Group to acquire mobile games company Scopely for $4.9 billion
2023-04-05 23:02:00,News
2023-04-05 23:02:12,Disney's streaming chief to exit under company revamp
2023-04-05 23:14:49,Twitter is no longer policing Russian and Chinese state-backed media 
2023-04-06 00:31:52,Ousted Marvel Entertainment Chairman Ike Perlmutter to retain Disney shares
2023-04-06 13:00:00,Can I Sell My Company In An Uncertain Market?
2023-04-06 16:00:21,The Mandalorian Now Embodies Disney's Painful Struggle With Star Wars' Identity
2023-04-06 18:20:01,Disney names first brand chief as Iger refocuses on core properties
2023-04-06 18:24:10,How Toys R Us Is Using Entertainment To Build Its Brand
2023-04-06 19:05:08,Productboard Co-Founder Hubert Palan Offers His Top VC Fundraising Advice
2023-04-06 19:24:29,BTS Member Suga Announces New Documentary ‘SUGA: Road To D-DAY’
2023-04-15 13:00:01,"In renaming 'HBO Max,' Warner Bros. Discovery hedges its bets in streaming"
2023-04-16 04:42:00,What the Wright Brothers Can Teach You About Building a Company
2023-04-16 13:21:59,Hollywood writers vote on whether to give negotiators power to call strike
2023-04-17 16:10:15,AMC+ plans to launch an ad-supported tier later this year
2023-04-17 19:01:00,Florida Governor DeSantis moves to 'nullify' Disney efforts to circumvent state oversight
2023-04-17 20:33:58,DeSantis seeks to control Disney with state oversight powers
2023-04-17 20:49:26,Florida Governor Ron DeSantis Teases Idea of Building Prison Near Disney Park
2023-04-17 22:41:48,WGA Members Authorize Strike of Screenwriters Against Hollywood Studios
2023-04-17 23:23:30,DeSantis floats idea of state prison near Disney park
2023-04-18 07:40:00,How Expanding Your Services Well Can Help to Capture a New Market
2023-04-18 11:38:40,Netflix Q1 Earnings Preview: What Are the Stock's Fundamentals Telling Us?
2023-04-18 14:58:26,Chris Christie: 'I don't think Ron DeSantis is a conservative'
2023-04-18 16:30:00,6 Steps Animators Can Succeed In Entrepreneurship
2023-04-18 16:43:59,"Semafor Live: Chris Christie on Trump, abortion laws, 2024 election"
2023-04-18 21:49:38,Apple CEO Tim Cook to meet with India’s Prime Minister Narendra Modi following Mumbai store opening
2023-04-19 02:59:25,2024 Republicans see opening in DeSantis' Disney battle
2023-04-19 12:00:08,A comprehensive list of 2023 tech layoffs
2023-04-19 13:00:06,‘Wolf of Wall Street’ Producer With 1MDB Ties to Sell NFTs of Film Scenes
2023-04-19 14:04:38,DeSantis appointees begin reshaping Disney World’s district
2023-04-19 17:23:54,When Innovation and Creativity Collide: Head of Innovation
2023-04-19 17:36:14,Ron DeSantis faces attacks from Republicans before entering 2024 race
2023-04-19 21:03:24,"ESPN to begin layoffs early next week as part of Disney cost cuts, sources say"
2023-04-19 22:00:49,DeSantis and allies ramp up Disney fight as more Republicans criticize his tactics
2023-04-20 18:34:25,End of an era: Netflix DVD subscribers mourn the service’s imminent demise
2023-04-20 20:09:00,17 Graduation Gift Ideas to Launch Their New Lives - Buy Side from WSJ
2023-04-20 22:44:14,"‘CoComelon’ Film Is in the Works at Moonbug, Universal Pictures"
2023-04-21 07:14:03,Wrexham AFC's Hollywood finale sparks USA tourism boom
2023-04-21 11:30:00,More Activists Lay Down Arms in Battles for Boardroom Control
2023-04-21 12:43:00,5 big analyst picks & cuts: Tesla stock slapped with Sell rating | Pro Recap
2023-04-21 20:47:18,"New this week: David Bowie, ‘Fatal Attraction’ and Smokey"
2023-04-22 13:04:03,'Chang Can Dunk': More than a Disney teen film
2023-04-22 14:00:09,Bud Light Takes the Cowardly Way Out of Collaboration Crisis
2023-04-22 14:17:44,Wrexham: 'Ryan Reynolds was on Zoom and I couldn't tell my kids'
2023-04-23 04:37:00,Inside the pro-DeSantis super PAC that could make or break his 2024 run
2023-04-23 14:01:10,Fox’s settlement with Dominion unlikely to cost it $787.5M
2023-04-24 00:52:08,Maleficent: Dragon catches fire during Disneyland show in LA
2023-04-24 12:43:39,Fears over Hollywood shutdown as writers strike looms
2023-04-24 13:45:05,Twitter gives fake Disney account verified status
2023-04-24 15:05:01,"Disney begins second, larger round of layoffs, bringing total to 4,000 jobs cut"
2023-04-24 15:08:00,"Walt Disney Co to begin second wave of layoffs, cutting several thousand jobs"
2023-04-24 15:40:00,Reports: Walt Disney to slash thousands of jobs in second round of layoffs
2023-04-24 16:10:43,"Walt Disney Co to begin second wave of layoffs, cutting several thousand jobs - sources"
2023-04-24 16:44:23,"Disney begins largest wave of layoffs, targeting thousands at ESPN, Parks, and other divisions"
2023-04-24 17:02:59,"Walt Disney Co to begin second wave of layoffs, cutting several thousand jobs: Sources"
2023-04-24 17:15:08,Disney to restructure finance team: CFO memo
2023-04-24 17:19:57,"For a robust finance team, well-rounded talent is a must: Leia CFO"
2023-04-24 17:34:59,Disneyland's Fire-Breathing Dragon Bursts Into Flames
2023-04-24 18:05:13,Disney cuts more jobs as restructuring continues
2023-04-24 18:32:23,"Disney starts 2nd round of layoffs across parks, ESPN"
2023-04-24 21:10:42,NBCUniversal faces a set of company-defining decisions as CEO Jeff Shell departs
2023-04-24 21:56:00,Stock market today: Dow ekes out win ahead of earnings from big tech
2023-04-24 23:10:27,ESPN announces layoffs as part of cost cutting by Disney
2023-04-25 01:44:34,‘Some people will quit over this decision’: Read Redfin CEO’s memo on back-to-office mandate
2023-04-25 05:47:12,"Sony teases 2023 film slate, including R-rated 'Kraven The Hunter'"
2023-04-25 06:00:30,Netflix to invest $2.5bn in new South Korea films and TV shows
2023-04-25 06:09:31,Hutchinson’s launch highlights Arkansas city of Bentonville
2023-04-25 06:51:05,"Sony brings Spider-Verse, Denzel, ‘Napoleon’ to CinemaCon"
2023-04-25 12:46:00,Bud Light Controversy Illustrates Heightened Risks for Brands
2023-04-25 14:44:32,Netflix earmarks $2.5B for original content in South Korea
2023-04-25 19:02:38,FiveThirtyEight's Nate Silver says he's leaving ABC News amid Disney layoffs
2023-04-25 19:51:24,Theater owners group optimistic about future of moviegoing
2023-04-25 21:07:26,2023 layoff tracker: The latest on which companies have announced job cuts
2023-04-25 23:55:37,The Republican race to the right on transgender issues is speeding up
2023-04-26 09:21:10,"KPN Ventures backs online library service provider Perlego, cybersecurity training startup RangeForce"
2023-04-26 14:00:08,A comprehensive list of 2023 tech layoffs
2023-04-26 14:38:00,Ron DeSantis’s Disney Oversight Board Set to Declare Company’s Contracts Null
2023-04-26 15:07:00,Disney sues Florida's DeSantis for 'weaponizing' government
2023-04-26 17:55:46,"Disney sues Florida Gov. Ron DeSantis, alleges political effort to hurt its business"
